ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
7500,30000.0,2,2,1,30,3,2,2,-2,-2,-2,30583.0,29901.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0
7501,500000.0,2,1,2,30,1,-1,2,-1,-1,-1,17144.0,2447.0,1221.0,1157.0,1133.0,2107.0,3678.0,6.0,1162.0,1133.0,1010.0,5.0,0
7502,60000.0,2,1,2,32,1,2,-1,-1,-1,-1,31634.0,5720.0,18026.0,0.0,279.0,-101.0,0.0,18026.0,0.0,279.0,0.0,56839.0,0
7503,20000.0,2,2,1,29,-1,-1,-1,-1,0,0,1473.0,390.0,390.0,870.0,480.0,780.0,390.0,390.0,870.0,0.0,300.0,1500.0,0
7504,30000.0,2,2,2,23,2,2,2,0,0,2,21034.0,27321.0,26589.0,27050.0,29446.0,28825.0,7000.0,0.0,1200.0,3000.0,0.0,2000.0,1
7505,120000.0,1,2,1,60,2,2,2,2,2,2,27497.0,27960.0,28996.0,29321.0,29803.0,30511.0,1200.0,1800.0,1100.0,1100.0,1350.0,1500.0,1
7506,80000.0,2,2,1,37,1,2,0,0,0,0,79900.0,64815.0,52806.0,57028.0,59456.0,55623.0,21.0,1819.0,5000.0,4000.0,4000.0,1894.0,1
7507,360000.0,2,1,1,35,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7508,150000.0,1,2,1,36,-1,-1,-1,0,0,-1,6750.0,15227.0,17610.0,19467.0,3173.0,1534.0,15227.0,17610.0,10055.0,0.0,1534.0,0.0,0
7509,10000.0,2,3,2,51,0,0,0,0,0,0,53095.0,54562.0,5428.0,7928.0,6091.0,0.0,2134.0,1000.0,2500.0,122.0,0.0,0.0,0
7510,230000.0,2,3,1,30,0,-1,0,0,0,0,134272.0,238601.0,135099.0,133431.0,53103.0,49586.0,107000.0,3826.0,5000.0,5000.0,2000.0,3000.0,0
7511,380000.0,2,3,2,31,-1,-1,-1,-1,-1,-1,3859.0,9194.0,15157.0,11147.0,12483.0,13680.0,9240.0,15233.0,11202.0,12493.0,13748.0,18061.0,0
7512,350000.0,2,1,2,48,-2,-2,-2,-2,-2,-2,0.0,7900.0,7620.0,790.0,0.0,0.0,7900.0,0.0,790.0,0.0,0.0,1948.0,0
7513,130000.0,2,2,2,23,0,0,0,0,0,0,113900.0,109062.0,105252.0,103969.0,104254.0,99525.0,5000.0,6000.0,10000.0,10000.0,5000.0,9000.0,0
7514,490000.0,2,1,2,29,-2,-1,-1,0,0,0,4301.0,16230.0,28800.0,27870.0,27540.0,27630.0,16388.0,28800.0,0.0,0.0,6136.0,3080.0,0
7515,150000.0,2,2,2,28,0,-1,0,-1,-1,-2,12272.0,4447.0,5228.0,1623.0,0.0,0.0,4447.0,1000.0,1623.0,0.0,0.0,0.0,0
7516,340000.0,2,2,2,38,-2,-2,-2,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1
7517,80000.0,2,1,2,52,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7518,230000.0,2,1,2,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,1279.0,0.0,2794.0,0.0,0.0,1279.0,0.0,2794.0,0.0,0
7519,160000.0,1,2,2,37,0,0,0,0,0,0,119165.0,118392.0,117553.0,113256.0,112678.0,111924.0,6008.0,6011.0,3606.0,3803.0,4003.0,3311.0,0
7520,300000.0,2,2,1,33,-1,-1,-1,-1,-2,-1,1326.0,0.0,256.0,0.0,0.0,126.0,0.0,256.0,0.0,0.0,126.0,0.0,0
7521,400000.0,2,2,1,24,0,0,0,0,0,0,176294.0,190256.0,89128.0,39276.0,23440.0,59922.0,44776.0,1502.0,2026.0,1015.0,52100.0,5101.0,0
7522,80000.0,2,2,1,45,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0
7523,320000.0,1,2,1,45,-1,-1,-1,-1,-1,-1,1471.0,5184.0,4144.0,6290.0,977.0,-23.0,5318.0,4160.0,6296.0,977.0,23.0,0.0,0
7524,310000.0,1,1,2,36,-2,-2,-2,-2,-2,-1,17611.0,24122.0,26242.0,21026.0,18121.0,7842.0,10000.0,4000.0,0.0,0.0,7842.0,24003.0,0
7525,270000.0,2,2,1,32,-2,-2,-1,0,0,-2,3979.0,511.0,10069.0,9214.0,199.0,0.0,511.0,10069.0,186.0,199.0,0.0,0.0,0
7526,280000.0,2,3,1,53,0,0,2,0,0,0,4405.0,7322.0,7043.0,8932.0,9654.0,10774.0,3000.0,0.0,2000.0,1000.0,2000.0,2000.0,0
7527,330000.0,1,1,2,31,0,0,-1,-1,0,0,163406.0,137664.0,3381.0,40635.0,40490.0,38431.0,7558.0,5000.0,42054.0,3000.0,2000.0,1100.0,0
7528,50000.0,1,2,2,49,0,0,0,2,2,2,7282.0,8307.0,9709.0,9404.0,10254.0,9940.0,1300.0,1700.0,0.0,1000.0,0.0,200.0,0
7529,240000.0,2,1,2,26,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7530,180000.0,2,3,2,27,-1,-1,-1,-1,-1,-1,3898.0,0.0,715.0,4079.0,0.0,213.0,0.0,715.0,6942.0,0.0,213.0,0.0,0
7531,270000.0,1,1,2,28,4,4,3,2,2,2,237881.0,232799.0,227597.0,230751.0,235931.0,240595.0,0.0,0.0,8400.0,9000.0,8700.0,9000.0,1
7532,70000.0,1,1,2,36,2,2,2,2,2,2,50016.0,48941.0,51809.0,50675.0,54839.0,53803.0,0.0,4000.0,0.0,5000.0,0.0,4000.0,1
7533,290000.0,1,1,2,27,0,0,0,0,0,0,246284.0,218441.0,176099.0,170282.0,166869.0,173273.0,10000.0,8000.0,6500.0,7000.0,10000.0,10000.0,0
7534,350000.0,2,1,2,41,-2,-2,-2,-2,-2,-2,0.0,3813.0,1298.0,500.0,2398.0,0.0,3813.0,1298.0,500.0,2398.0,0.0,1902.0,0
7535,210000.0,1,2,1,54,2,-1,-1,-1,-1,-1,471.0,176.0,195.0,485.0,210.0,3483.0,176.0,195.0,485.0,0.0,4466.0,417.0,0
7536,110000.0,1,2,2,47,2,2,2,2,2,2,53016.0,56532.0,57502.0,58460.0,59876.0,58761.0,5000.0,2500.0,2500.0,2500.0,0.0,5000.0,1
7537,300000.0,1,2,1,32,-1,-1,-1,-1,-1,-2,2884.0,1706.0,2960.0,579.0,0.0,0.0,1706.0,2964.0,579.0,0.0,0.0,2937.0,1
7538,140000.0,2,2,2,38,0,0,0,0,0,2,141453.0,132415.0,130305.0,79775.0,74462.0,74954.0,8000.0,3100.0,3000.0,5417.0,0.0,500.0,0
7539,80000.0,1,1,2,27,0,0,2,0,0,0,77111.0,81555.0,72868.0,55780.0,53523.0,54679.0,6384.0,0.0,2100.0,2100.0,2200.0,2200.0,0
7540,360000.0,2,2,1,42,-1,-1,-1,-1,-2,-2,44380.0,968.0,990.0,390.0,390.0,3103.0,968.0,990.0,390.0,390.0,3103.0,0.0,0
7541,210000.0,2,2,2,33,0,0,0,0,0,0,19951.0,21620.0,23251.0,24358.0,25805.0,27168.0,2000.0,2000.0,1500.0,2000.0,1800.0,1500.0,0
7542,50000.0,1,2,2,22,-1,2,2,2,0,0,19875.0,19273.0,21133.0,19121.0,19663.0,20235.0,0.0,2500.0,0.0,1000.0,1050.0,600.0,1
7543,80000.0,2,1,2,28,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,2284.0,-786.0,0.0,0.0,0.0,2284.0,0.0,0.0,1
7544,130000.0,2,3,2,27,0,0,0,0,0,0,49780.0,51200.0,88209.0,53958.0,50577.0,41585.0,2300.0,50577.0,2000.0,2000.0,1488.0,1542.0,0
7545,50000.0,2,1,2,22,0,0,0,0,0,0,49077.0,47610.0,46490.0,21056.0,20425.0,20632.0,2610.0,2609.0,715.0,930.0,2000.0,770.0,0
7546,80000.0,2,3,2,34,-2,-2,-2,-2,-2,-2,585.0,-395.0,-2241.0,0.0,0.0,0.0,395.0,1846.0,8759.0,0.0,0.0,0.0,0
7547,350000.0,1,1,2,35,-1,-1,2,2,2,-1,3260.0,4248.0,785.0,135.0,0.0,1006.0,4273.0,0.0,0.0,1006.0,1006.0,0.0,0
7548,330000.0,2,2,1,37,-2,-2,-2,-2,-2,-2,2148.0,0.0,3080.0,3119.0,0.0,7255.0,0.0,3080.0,3119.0,0.0,7255.0,9060.0,0
7549,80000.0,2,2,2,23,2,2,2,0,0,2,20661.0,22515.0,23339.0,23654.0,25119.0,24567.0,2500.0,1500.0,1000.0,2000.0,0.0,1058.0,0
7550,280000.0,2,1,1,51,-1,-1,-1,-1,-1,-1,11223.0,15225.0,4951.0,2408.0,8360.0,6202.0,15262.0,4951.0,2408.0,8360.0,6202.0,200.0,0
7551,30000.0,1,2,2,49,0,0,0,0,0,-2,27414.0,26910.0,25321.0,19455.0,0.0,0.0,1526.0,1696.0,1015.0,0.0,0.0,0.0,0
7552,200000.0,1,3,1,44,0,0,0,0,0,0,69106.0,70393.0,73220.0,74419.0,76078.0,77822.0,3000.0,4000.0,3000.0,3000.0,3000.0,3000.0,0
7553,120000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,2897.0,481.0,721.0,444.0,710.0,1920.0,485.0,721.0,444.0,710.0,1920.0,0.0,0
7554,50000.0,2,2,1,38,0,0,0,-2,-2,-2,3239.0,4166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
