ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
14829,150000.0,2,5,1,35,0,0,0,0,0,0,39708.0,37441.0,36143.0,33567.0,32447.0,32592.0,1608.0,1510.0,1170.0,1183.0,1140.0,1141.0,0
14830,80000.0,2,1,2,27,0,0,0,0,0,0,76306.0,75970.0,77468.0,60167.0,57474.0,58815.0,3600.0,3574.0,2300.0,2300.0,2300.0,2200.0,0
14831,20000.0,2,2,2,48,0,0,0,0,2,-1,7684.0,8565.0,4519.0,3520.0,1680.0,5285.0,1200.0,2008.0,1680.0,0.0,5285.0,0.0,0
14832,200000.0,2,2,1,26,0,0,0,-1,-1,-1,15150.0,16311.0,16900.0,5000.0,0.0,282.0,1411.0,1000.0,5000.0,0.0,282.0,8423.0,0
14833,120000.0,2,2,1,41,2,0,0,0,0,2,36850.0,40232.0,41256.0,44063.0,46686.0,48768.0,4000.0,2000.0,3500.0,3500.0,3000.0,0.0,1
14834,30000.0,1,3,2,50,2,0,0,0,0,0,46868.0,42397.0,38569.0,33570.0,19895.0,30125.0,1800.0,2200.0,1400.0,2000.0,30000.0,997.0,1
14835,200000.0,1,1,2,37,0,0,0,0,0,0,118134.0,126591.0,134110.0,139209.0,135902.0,138997.0,15034.0,20038.0,20019.0,5014.0,10047.0,10238.0,0
14836,80000.0,2,3,2,38,0,0,0,0,0,0,77929.0,77711.0,74525.0,61360.0,49359.0,48253.0,3006.0,2747.0,2344.0,1756.0,1758.0,1717.0,0
14837,280000.0,2,1,1,46,-1,-1,-1,-1,-1,-1,11967.0,183.0,1699.0,0.0,2722.0,0.0,183.0,1699.0,0.0,2722.0,0.0,1041.0,1
14838,500000.0,1,1,2,40,0,0,0,0,0,0,353356.0,320704.0,321094.0,317546.0,279250.0,239172.0,17000.0,11684.0,15000.0,8995.0,9457.0,10000.0,0
14839,120000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,696.0,-4.0,1878.0,407.0,247.0,1817.0,0.0,1882.0,407.0,247.0,2000.0,0.0,0
14840,220000.0,2,2,1,41,-1,0,0,-1,-1,-1,4016.0,3962.0,2908.0,3054.0,3054.0,0.0,3000.0,2000.0,3200.0,3054.0,0.0,0.0,0
14841,360000.0,1,2,1,34,0,0,2,0,0,-1,6287.0,3580.0,2224.0,1206.0,-11.0,2216.0,2505.0,5.0,12.0,0.0,2227.0,0.0,0
14842,210000.0,2,1,1,35,0,0,0,-2,-2,-2,142422.0,143650.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0
14843,160000.0,2,1,1,28,1,3,2,0,0,0,4529.0,4269.0,1170.0,780.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14844,100000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14845,400000.0,2,1,2,31,-1,-1,-1,-1,0,0,4209.0,14858.0,28082.0,20188.0,68992.0,27613.0,14894.0,28222.0,20214.0,57060.0,16017.0,115710.0,0
14846,110000.0,2,2,1,46,0,0,0,0,0,0,111301.0,69352.0,58442.0,55485.0,53539.0,41193.0,3075.0,3000.0,2000.0,2941.0,1512.0,2040.0,0
14847,360000.0,1,1,1,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14848,500000.0,2,2,1,48,0,0,0,0,0,0,39734.0,149570.0,137549.0,130893.0,108030.0,144938.0,117243.0,4500.0,4500.0,5000.0,50000.0,4578.0,0
14849,130000.0,1,2,2,27,0,0,0,0,0,0,116646.0,113851.0,110317.0,108099.0,106028.0,104253.0,5578.0,4000.0,3863.0,3831.0,4136.0,5385.0,0
14850,60000.0,2,1,2,26,-2,-2,-2,-2,-2,-2,17873.0,5959.0,2933.0,2933.0,4933.0,1983.0,3000.0,1000.0,0.0,2000.0,0.0,13072.0,0
14851,240000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,33984.0,2300.0,6904.0,15980.0,0.0,9060.0,3000.0,7104.0,15980.0,0.0,9060.0,3935.0,0
14852,100000.0,2,2,1,40,-2,-2,-2,-2,-2,-2,-14.0,1452.0,4091.0,3011.0,5955.0,0.0,1466.0,4091.0,3020.0,5955.0,0.0,2835.0,0
14853,150000.0,2,2,1,38,-1,-1,-1,-1,-1,-1,5195.0,4177.0,7444.0,19997.0,4095.0,52207.0,4185.0,7447.0,20013.0,4095.0,25869.0,0.0,0
14854,290000.0,1,2,1,39,0,0,0,0,0,0,209265.0,215887.0,220787.0,223810.0,228043.0,234257.0,10000.0,10000.0,8165.0,9000.0,10000.0,7010.0,0
14855,50000.0,1,2,2,43,0,0,0,-2,-2,-2,34110.0,3552.0,0.0,0.0,0.0,0.0,3505.0,0.0,0.0,0.0,0.0,0.0,0
14856,30000.0,2,2,2,46,1,-1,0,0,0,0,8891.0,24501.0,24886.0,25014.0,29356.0,25515.0,28001.0,1245.0,763.0,5000.0,1164.0,9114.0,0
14857,210000.0,2,2,1,35,-1,-1,-1,-1,-1,-1,1338.0,1508.0,1409.0,1549.0,2454.0,946.0,1508.0,1409.0,1549.0,2454.0,946.0,1525.0,0
14858,100000.0,2,1,2,30,-1,2,0,0,-1,-1,14729.0,5691.0,11440.0,7470.0,44097.0,56328.0,0.0,6000.0,0.0,44097.0,15000.0,0.0,0
14859,30000.0,2,3,2,40,-1,2,-1,0,-1,-1,780.0,390.0,650.0,260.0,370.0,-20.0,0.0,650.0,0.0,500.0,0.0,800.0,0
14860,30000.0,2,3,2,34,-1,-1,-1,-1,-1,-2,9318.0,10621.0,15685.0,5476.0,0.0,0.0,10621.0,15685.0,5827.0,0.0,0.0,0.0,0
14861,80000.0,2,3,1,34,2,3,2,2,2,0,78489.0,76697.0,74847.0,79620.0,78257.0,79953.0,0.0,0.0,6000.0,0.0,3200.0,3000.0,0
14862,30000.0,2,2,2,24,2,2,7,7,7,7,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14863,70000.0,2,3,2,41,0,0,0,0,0,0,32581.0,32888.0,33481.0,33683.0,34227.0,34327.0,2000.0,1500.0,1138.0,1806.0,1383.0,1250.0,0
14864,470000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,2981.0,3182.0,1512.0,3657.0,6556.0,3772.0,3182.0,1512.0,3657.0,6556.0,3772.0,957.0,0
14865,180000.0,2,1,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14866,20000.0,1,2,1,32,0,0,0,0,0,0,17106.0,18282.0,19424.0,19208.0,19600.0,20000.0,1458.0,1600.0,384.0,392.0,400.0,0.0,1
14867,420000.0,1,1,1,60,0,0,0,0,0,0,195379.0,198147.0,200431.0,200252.0,202789.0,205082.0,8003.0,7529.0,10005.0,8015.0,10018.0,7715.0,0
14868,100000.0,2,2,2,29,0,0,2,0,0,2,95205.0,102039.0,99504.0,94453.0,99711.0,97944.0,9300.0,0.0,3400.0,6800.0,0.0,3500.0,1
14869,130000.0,2,3,1,53,0,0,0,0,0,0,18614.0,20343.0,22386.0,24296.0,25436.0,27451.0,2343.0,2386.0,2296.0,1536.0,2451.0,2659.0,0
14870,200000.0,1,1,1,34,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,3672.0,390.0,390.0,0.0,390.0,3672.0,390.0,390.0,390.0,0
14871,150000.0,1,1,2,44,1,2,-1,-1,0,0,10710.0,4982.0,800.0,56800.0,54588.0,-7.0,137.0,15800.0,56800.0,0.0,7.0,79447.0,0
14872,410000.0,2,1,2,30,0,-1,-1,0,0,-1,6972.0,3188.0,15106.0,15313.0,10959.0,8341.0,3188.0,15106.0,6000.0,0.0,8341.0,17331.0,0
14873,30000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,1047.0,447.0,318.0,258.0,0.0,318.0,447.0,318.0,258.0,0.0,318.0,1991.0,1
14874,20000.0,1,2,2,23,1,2,0,0,0,-2,9352.0,9059.0,9823.0,10023.0,0.0,0.0,0.0,1000.0,200.0,0.0,0.0,0.0,1
14875,130000.0,2,2,2,30,0,0,0,0,-2,-2,126834.0,128882.0,15621.0,0.0,0.0,0.0,5802.0,1000.0,0.0,0.0,0.0,0.0,0
14876,180000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,1430.0,0.0,0.0,0.0,0.0,1430.0,0.0,0.0,0.0,0
14877,120000.0,1,1,2,32,0,0,0,0,0,0,45117.0,45607.0,46247.0,45974.0,45854.0,45191.0,3000.0,3000.0,2000.0,2000.0,1500.0,1500.0,0
14878,190000.0,2,3,1,27,0,0,2,-1,-1,0,43903.0,53382.0,21811.0,2921.0,107441.0,108642.0,10882.0,0.0,2921.0,107441.0,4000.0,3700.0,0
14879,30000.0,2,2,1,53,0,0,0,0,0,0,26891.0,28151.0,28827.0,29412.0,26199.0,27116.0,2000.0,1500.0,1000.0,1000.0,1351.0,1000.0,0
14880,170000.0,1,1,2,28,0,0,0,0,0,0,73254.0,68005.0,63311.0,57304.0,51663.0,45795.0,2500.0,3000.0,2200.0,2000.0,1700.0,1500.0,0
14881,120000.0,1,3,1,32,1,2,2,2,2,2,110826.0,113572.0,114719.0,115736.0,117729.0,120601.0,6000.0,4500.0,4400.0,4000.0,5000.0,4700.0,0
14882,50000.0,1,2,2,34,1,2,2,2,0,0,35548.0,31713.0,50319.0,42805.0,39207.0,50155.0,0.0,21220.0,13.0,1510.0,15018.0,21.0,0
14883,100000.0,1,2,2,50,1,-1,-1,0,0,-2,0.0,2976.0,44591.0,8910.0,0.0,0.0,2976.0,44591.0,0.0,0.0,0.0,0.0,0
14884,20000.0,2,2,2,26,2,2,2,2,2,0,10372.0,12897.0,12393.0,14185.0,13817.0,14434.0,3000.0,0.0,2000.0,0.0,1000.0,3000.0,1
14885,40000.0,1,1,2,25,-1,-1,-1,0,0,-1,511.0,513.0,1531.0,1017.0,506.0,499.0,513.0,1531.0,0.0,0.0,499.0,0.0,1
14886,300000.0,1,1,1,45,-1,-1,-1,-1,-1,-2,1095.0,2930.0,2228.0,452.0,0.0,0.0,2941.0,2228.0,452.0,0.0,0.0,0.0,0
14887,230000.0,2,3,1,37,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,2533.0,0.0,0.0,0.0,0.0,2533.0,0.0,500.0,0
14888,280000.0,2,1,1,38,-1,-1,2,0,0,-1,5165.0,8559.0,6455.0,544.0,0.0,4694.0,6455.0,11.0,5.0,0.0,4694.0,5292.0,1
14889,450000.0,2,1,3,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14890,260000.0,1,2,2,30,0,0,0,0,0,0,7426.0,6887.0,7757.0,8172.0,8407.0,8681.0,2000.0,1757.0,2000.0,2000.0,2000.0,2000.0,0
14891,50000.0,2,3,1,39,0,0,0,0,-2,-2,43994.0,33508.0,37600.0,0.0,0.0,-5000.0,5000.0,5000.0,0.0,0.0,0.0,5000.0,0
14892,50000.0,2,2,1,29,2,2,7,7,7,6,2550.0,2550.0,2550.0,2550.0,2550.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14893,240000.0,2,2,1,36,0,0,0,0,0,0,227797.0,192920.0,185654.0,181350.0,186501.0,187457.0,10011.0,7722.0,9000.0,8000.0,7000.0,7000.0,0
14894,70000.0,2,2,1,32,1,2,2,2,2,2,22914.0,23953.0,23275.0,24584.0,24051.0,26654.0,1700.0,0.0,2000.0,0.0,3000.0,600.0,0
14895,60000.0,2,2,2,30,0,0,0,0,0,0,60922.0,59205.0,60850.0,40548.0,40580.0,40416.0,3205.0,2850.0,1578.0,1580.0,1416.0,2512.0,0
14896,230000.0,2,2,1,31,0,0,0,0,0,0,160413.0,149267.0,126107.0,105831.0,82694.0,65983.0,6011.0,5012.0,2000.0,2300.0,2400.0,1500.0,0
14897,30000.0,1,1,2,27,0,0,0,0,0,0,27159.0,27577.0,28838.0,28085.0,28428.0,29430.0,1500.0,1749.0,1200.0,1100.0,1465.0,1386.0,0
14898,80000.0,2,3,1,29,1,2,0,0,0,0,80867.0,75615.0,77343.0,78883.0,79915.0,80296.0,0.0,3000.0,2744.0,3022.0,6000.0,2800.0,1
14899,360000.0,2,2,1,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14900,200000.0,2,1,1,49,0,0,0,0,0,0,51024.0,27254.0,36052.0,38440.0,40555.0,49699.0,10000.0,10021.0,5000.0,6000.0,10000.0,10000.0,0
14901,150000.0,2,1,2,37,-1,2,2,-1,-1,-2,180.0,1582.0,1402.0,3244.0,-13.0,-13.0,1402.0,0.0,3244.0,0.0,0.0,0.0,0
14902,260000.0,2,1,1,42,-2,-2,-2,-2,-2,-2,387.0,616.0,450.0,773.0,268.0,402.0,616.0,450.0,773.0,268.0,402.0,334.0,0
14903,180000.0,2,2,2,24,0,0,0,0,0,0,126420.0,130905.0,136925.0,56669.0,24610.0,20476.0,6519.0,10000.0,3000.0,2000.0,2000.0,1000.0,0
14904,220000.0,2,3,1,32,-1,0,0,0,0,0,8178.0,9509.0,9110.0,6401.0,7084.0,5625.0,9140.0,9046.0,6007.0,5030.0,5019.0,5018.0,0
14905,180000.0,2,1,2,40,0,0,0,0,0,0,42790.0,43899.0,45172.0,46121.0,95432.0,50984.0,1800.0,2000.0,2000.0,2332.0,5000.0,1000.0,0
14906,90000.0,2,6,3,46,0,0,0,0,0,0,77263.0,26691.0,21066.0,20422.0,20327.0,13619.0,8333.0,1494.0,600.0,1000.0,1000.0,257.0,0
14907,20000.0,1,2,2,24,0,0,2,0,0,0,14558.0,17212.0,16635.0,16678.0,17268.0,17563.0,3200.0,0.0,600.0,1840.0,800.0,626.0,0
14908,290000.0,2,2,2,31,0,0,0,0,0,0,172758.0,176718.0,181392.0,173856.0,172835.0,176710.0,8100.0,9000.0,6500.0,7000.0,6800.0,7000.0,0
14909,210000.0,1,2,1,35,-1,-1,2,0,-1,-1,396.0,1188.0,792.0,396.0,396.0,396.0,1188.0,0.0,0.0,396.0,396.0,396.0,0
14910,20000.0,1,1,2,31,0,0,0,0,0,0,18551.0,19595.0,20546.0,20250.0,19754.0,19833.0,1647.0,1598.0,692.0,697.0,777.0,797.0,0
14911,310000.0,2,1,2,27,0,0,0,0,0,0,115126.0,105687.0,102306.0,93929.0,87681.0,73479.0,5222.0,5197.0,4000.0,5000.0,3980.0,3271.0,0
14912,240000.0,1,2,1,42,0,0,-1,-1,-1,-1,66394.0,63650.0,7117.0,2898.0,5530.0,67010.0,1273.0,7117.0,2905.0,5530.0,46275.0,17446.0,0
14913,330000.0,2,2,1,42,-2,-1,2,2,-2,-1,-4.0,8223.0,2996.0,207.0,-3.0,500.0,15450.0,0.0,209.0,3.0,503.0,0.0,1
14914,310000.0,2,2,2,29,0,-1,-1,0,0,-1,1469.0,1340.0,9794.0,15792.0,8944.0,88643.0,1340.0,9794.0,7004.0,1000.0,89137.0,4150.0,1
14915,30000.0,1,2,2,26,2,2,2,2,2,2,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14916,470000.0,1,1,1,37,0,0,0,0,0,0,134561.0,226498.0,165474.0,120644.0,119006.0,110780.0,150055.0,7046.0,10000.0,15029.0,15017.0,10023.0,0
14917,280000.0,2,1,1,56,0,0,0,0,0,0,89739.0,73565.0,77944.0,81926.0,79277.0,78723.0,4000.0,6000.0,6000.0,7000.0,5000.0,5000.0,0
14918,120000.0,2,1,1,34,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14919,240000.0,1,2,2,28,-1,-1,-1,-1,-1,-1,4882.0,5205.0,2747.0,4594.0,4092.0,4361.0,5220.0,2773.0,4614.0,4104.0,4374.0,2443.0,1
14920,800000.0,1,2,1,53,-1,-1,-1,0,0,-1,7639.0,5552.0,64535.0,40814.0,12590.0,9339.0,11145.0,64657.0,131.0,247.0,9366.0,63482.0,0
14921,320000.0,2,1,2,30,-1,-1,-1,-2,-2,-1,1663.0,7025.0,1189.0,0.0,2701.0,2043.0,7025.0,1189.0,0.0,2701.0,2043.0,0.0,1
14922,140000.0,2,1,1,34,0,0,0,0,0,0,103288.0,98632.0,93615.0,91282.0,88128.0,87812.0,4500.0,4126.0,3509.0,3500.0,4000.0,3500.0,0
14923,20000.0,1,2,2,25,2,2,2,2,0,0,8880.0,9889.0,10087.0,9585.0,10082.0,10965.0,1500.0,700.0,0.0,1000.0,1400.0,0.0,0
14924,160000.0,2,2,2,43,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,695.0,0.0,0
14925,280000.0,2,2,1,38,0,0,0,0,0,0,237821.0,223180.0,237301.0,201226.0,207802.0,219281.0,11000.0,20000.0,10000.0,10000.0,15000.0,10000.0,0
14926,330000.0,2,2,2,33,0,0,0,0,0,0,166917.0,159118.0,149325.0,143242.0,138627.0,139977.0,7400.0,6600.0,4800.0,5000.0,5400.0,5100.0,0
14927,230000.0,2,1,1,24,-1,-1,-1,0,0,-1,35000.0,35000.0,44884.0,10086.0,6905.0,237.0,35000.0,44884.0,202.0,405.0,237.0,3566.0,0
14928,50000.0,1,2,2,25,-1,2,2,-2,-2,-2,1170.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14929,210000.0,2,2,2,33,1,0,0,0,0,0,21854.0,17376.0,18796.0,117846.0,118877.0,121476.0,2269.0,3000.0,100004.0,4000.0,3687.0,3500.0,0
14930,170000.0,1,2,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14931,220000.0,1,1,2,47,0,0,0,0,0,0,159351.0,162791.0,167631.0,169593.0,172967.0,183598.0,6000.0,7536.0,6231.0,6271.0,13500.0,0.0,0
14932,90000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,1166.0,1918.0,930.0,930.0,2250.0,930.0,1918.0,1194.0,930.0,2250.0,930.0,930.0,0
14933,20000.0,1,2,1,26,1,2,2,2,2,2,11338.0,10870.0,12380.0,11884.0,12894.0,12540.0,0.0,2000.0,0.0,1203.0,0.0,1700.0,0
14934,480000.0,2,2,1,31,0,0,0,0,0,0,20824.0,21960.0,20885.0,19949.0,23031.0,27176.0,5004.0,5000.0,795.0,5000.0,5000.0,10000.0,0
14935,140000.0,1,1,1,36,0,0,0,0,0,0,40836.0,41878.0,42977.0,43960.0,45093.0,46342.0,2001.0,2100.0,2000.0,2000.0,2000.0,5000.0,0
14936,160000.0,1,1,1,41,0,0,0,0,-2,-2,97266.0,99466.0,102650.0,0.0,0.0,0.0,3769.0,5000.0,0.0,0.0,0.0,0.0,0
14937,80000.0,2,2,1,41,0,0,0,0,0,0,78337.0,77959.0,78206.0,72040.0,73733.0,75309.0,3500.0,3700.0,3000.0,3000.0,2793.0,3000.0,1
14938,100000.0,2,1,2,22,2,0,0,0,0,0,72222.0,73859.0,75427.0,76587.0,78711.0,80510.0,3400.0,3400.0,3000.0,3500.0,3200.0,2000.0,0
14939,310000.0,2,2,2,35,0,0,0,0,0,0,184404.0,180576.0,175348.0,139525.0,139156.0,115785.0,6225.0,5808.0,4312.0,4427.0,4524.0,4263.0,0
14940,200000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,371.0,37647.0,371.0,2977.0,3784.0,10579.0,37647.0,371.0,2977.0,3784.0,10579.0,10546.0,0
14941,50000.0,1,2,1,55,0,0,0,0,0,0,25330.0,25894.0,26866.0,26673.0,26871.0,27009.0,1745.0,1717.0,914.0,1000.0,963.0,1112.0,0
14942,100000.0,2,2,1,39,2,2,0,0,0,0,78353.0,77726.0,79151.0,80249.0,82405.0,77011.0,1200.0,3400.0,2900.0,3500.0,3000.0,6100.0,1
14943,240000.0,2,1,2,26,1,-1,-1,-1,-1,-1,0.0,189.0,651.0,0.0,127.0,0.0,189.0,651.0,0.0,127.0,0.0,0.0,0
14944,30000.0,1,2,1,53,0,0,0,0,0,0,18112.0,18456.0,19004.0,19030.0,24541.0,26305.0,1329.0,1267.0,683.0,8000.0,2731.0,0.0,0
14945,180000.0,1,3,1,43,-1,-1,-1,-1,-1,-1,3690.0,15618.0,4685.0,238.0,218.0,6690.0,15682.0,4699.0,238.0,218.0,6710.0,11949.0,0
14946,40000.0,2,1,2,24,0,0,0,0,2,0,38272.0,39159.0,40007.0,41973.0,40689.0,40640.0,2000.0,2000.0,3100.0,0.0,1500.0,1500.0,1
14947,70000.0,2,2,1,31,0,0,0,0,0,0,71065.0,69311.0,70882.0,68678.0,69030.0,66791.0,2566.0,2775.0,2381.0,3000.0,2452.0,2608.0,0
14948,50000.0,2,2,2,22,0,0,2,0,0,0,30631.0,30479.0,28301.0,26829.0,27173.0,26424.0,4809.0,0.0,1200.0,1500.0,943.0,1142.0,0
14949,500000.0,1,2,2,30,1,0,0,0,0,0,2817.0,7682.0,47403.0,36067.0,46054.0,34290.0,5037.0,47221.0,5026.0,16005.0,2000.0,1000.0,0
14950,200000.0,2,1,2,33,-1,-1,-1,-1,-2,-2,390.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0
14951,250000.0,1,1,1,51,2,2,2,2,2,2,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14952,50000.0,1,1,1,49,1,2,2,0,0,0,48518.0,49244.0,45385.0,17912.0,31278.0,14818.0,1800.0,82.0,1500.0,10000.0,1062.0,549.0,0
14953,180000.0,1,2,1,33,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14954,160000.0,2,1,1,42,-1,-1,-1,-1,-1,-1,3607.0,4417.0,1058.0,2146.0,2534.0,2242.0,4417.0,1058.0,2146.0,2534.0,2242.0,2254.0,0
